id;fname;author;title
1168;Hart, Maarten 't - Maassluis.txt;Maarten 't Hart;Maassluis
1169;Hartman, Corine - Hels verlangen.txt;Corine Hartman;Hels verlangen
1170;Hartman, Evert - Oorlog zonder vrienden.txt;Evert Hartman;Oorlog zonder vrienden
1171;Hartman, Vicky - Moordfestival.txt;Vickt Hartman;[NL] Laurien Minnaar 03 (2008) - Moordfestival
1172;Hartog, Jan de - Het Koninkrijk Van De Vrede.txt;Jan de Hartog;Het Koninkrijk Van De Vrede
1173;Hartog, Jan de - Hollands glorie.txt;Jan de Hartog;Hollands Glorie
1174;Havank - De verkavelde bruidegom.txt;Havank;De verkavelde bruidegom / druk 1
1175;Havank - Dodemans dollars.txt;Havank;Dodemans dollars / druk 1
1176;Havank - Polka Mazurka.txt;Havank;Polka Mazurka / druk 1
1177;Havank - Spaanse pepers.txt;Havank;Spaanse pepers / druk 1
1178;Hawach, Melissa - Gebroken Geluk.txt;Melissa Hawach;Gebroken geluk / druk 1
1179;Hawks, Tony - Spelen Tegen De Moldaviers.txt;Tony Hawks;[NL] 2000 - Spelen tegen de Moldaviers
1180;Hayder, Mo - Diep.txt;Mo Hayder;Diep
1181;Hayder, Mo - Duivelswerk.txt;Mo Hayder;Duivelswerk
1182;Hayder, Mo - Ritueel.txt;Mo Hayder;Ritueel
1183;Haywood, Chelsea - Westerse Geisa.txt;Chelsea Haywood;Westerse Geisha / druk 1
1184;Hazel, Paul - Cecilia.txt;Paul Hazel;Cecilia
1185;Hazelhoff Roelfsema, Erik - Soldaat van Oranje .txt;Erik Hazelhoff Roelfsema;Soldaat van Oranje / druk 1
1186;Hazendonk, Frieke - Tussen Waal en gemaal.txt;Frieke Hazendonk;[NL] 1999 - Tussen Waal en Gemaal
1187;Hebbelynck, Th. - In Roemeniâ, De aarde en haar volken, 1906.txt;Th. Hebbelynck;In Roemenië / De Aarde en haar Volken, 1906
1188;Heerden, Etienne van - Kikuyu.txt;Etienne van Heerden;[NL] 1996 - Kikuyu
1189;Heeresma, Heere - Een dagje naar het strand.txt;Heere Heeresma;Een dagje naar het strand
1190;Heide, Willy van der - Afspraak met een swingorkest.txt;Willy van der Heide;Afspraak met een swingorkest
1191;Heide, Willy van der - Al is Jan Prins nog zo snel, de boer ach.txt;Willy van der Heide;Al is Jan Prins nog zo snel, de boer ach
1192;Heide, Willy van der - Bob Evers komt uit de lucht vallen.txt;Willy van der Heide;Bob Evers komt uit de lucht vallen
1193;Heide, Willy van der - Bob stuurt een telegram.txt;Willy van der Heide;Bob stuurt een telegram
1194;Heide, Willy van der - Buikmans brengt redding.txt;Willy van der Heide;Buikmans brengt redding
1195;Heide, Willy van der - De dollarsmokkelaars.txt;Willy van der Heide;De dollarsmokkelaars
1196;Heide, Willy van der - De eerste nacht op het eiland.txt;Willy van der Heide;De eerste nacht op het eiland
1197;Heide, Willy van der - De man in het lichtgrijze pak.txt;Willy van der Heide;De man in het lichtgrijze pak
1198;Heide, Willy van der - Drie jongens vertrekken naar Buenos Aire.txt;Willy van der Heide;Drie jongens vertrekken naar Buenos Aire
1199;Heide, Willy van der - Een klusje op te knappen en een kapitein.txt;Willy van der Heide;Een klusje op te knappen en een kapitein
1200;Heide, Willy van der - Een onbekende aan de telefoon.txt;Willy van der Heide;Een onbekende aan de telefoon
1201;Heide, Willy van der - Een schip vliegt in brand.txt;Willy van der Heide;Een schip vliegt in brand
1202;Heide, Willy van der - Een vader wordt uit bed gebeld.txt;Willy van der Heide;Een vader wordt uit bed gebeld
1203;Heide, Willy van der - Er is driehonderdduizend gulden verdonkeremaand.txt;Willy van der Heide;Er is driehonderdduizend gulden verdonkeremaand
1204;Heide, Willy van der - Filmavontuur voor Arie Roos.txt;Willy van der Heide;Filmavontuur voor Arie Roos
1205;Heide, Willy van der - Fraai verhaal door Arie Roos.txt;Willy van der Heide;Fraai verhaal door Arie Roos
1206;Heide, Willy van der - Heibel in HonoLoeloe.txt;Willy van der Heide;Heibel in HonoLoeloe
1207;Heide, Willy van der - Hoe kletst men zich uit een gevangenis.txt;Willy van der Heide;Hoe kletst men zich uit een gevangenis
1208;Heide, Willy van der - Hoog spel in Hong-Kong.txt;Willy van der Heide;Hoog spel in Hong-Kong
1209;Heide, Willy van der - Invasie van een eiland.txt;Willy van der Heide;Invasie van een eiland
1210;Heide, Willy van der - Jan en Arie vallen met hun neus in de spoortreinen.txt;Willy van der Heide;Jan en Arie vallen met hun neus in de spoortreinen
1211;Heide, Willy van der - Je rolt van het een in het ander.txt;Willy van der Heide;Je rolt van het een in het ander
1212;Heide, Willy van der - Kloppartijen in een koelhuis.txt;Willy van der Heide;Kloppartijen in een koelhuis
1213;Heide, Willy van der - Kunstgrepen met kunst-stukken.txt;Willy van der Heide;Kunstgrepen met kunst-stukken
1214;Heide, Willy van der - Lotgevallen rond een locomotief.txt;Willy van der Heide;Lotgevallen rond een locomotief
1215;Heide, Willy van der - Over fraaie verhalen en briefjes van.txt;Willy van der Heide;Over fraaie verhalen en briefjes van
1216;Heide, Willy van der - Pa Roos heeft een klusje op te knappen.txt;Willy van der Heide;Pa Roos heeft een klusje op te knappen
1217;Heide, Willy van der - Pitsburgh heeft een probleem.txt;Willy van der Heide;Pitsburgh heeft een probleem
1218;Heide, Willy van der - Plannen maken in Pitsburgh.txt;Willy van der Heide;Plannen maken in Pitsburgh
1219;Heide, Willy van der - Puzzel in Pitsburgh.txt;Willy van der Heide;Puzzel in Pitsburgh
1220;Heide, Willy van der - Pyama rel in Panama.txt;Willy van der Heide;Pyama rel in Panama
1221;Heide, Willy van der - Schermutselingen bij een zandafgraving.txt;Willy van der Heide;Schermutselingen bij een zandafgraving
1222;Heide, Willy van der - Stampij om een schuiftrompet.txt;Willy van der Heide;Stampij om een schuiftrompet
1223;Heide, Willy van der - Surprise voor inspekteur Kingston.txt;Willy van der Heide;Surprise voor inspekteur Kingston
1224;Heide, Willy van der - Tumult in een toeristen hotel.txt;Willy van der Heide;Tumult in een toeristen hotel
1225;Heide, Willy van der - Twee zoons raken zoek.txt;Willy van der Heide;Twee zoons raken zoek
1226;Heide, Willy van der - Vreemd gespuis in een warenhuis.txt;Willy van der Heide;Vreemd gespuis in een warenhuis
1227;Heide, Willy van der - Vreemd krakeel in Californie.txt;Willy van der Heide;Vreemd krakeel in Californie
1228;Heide, Willy van der - Wij laten ons niet flessen door een vent met de naam Kresse.txt;Willy van der Heide;Wij laten ons niet flessen door een vent met de naam Kresse
1229;Heide, Willy van der - Wilde sport om een nummerbord.txt;Willy van der Heide;Wilde sport om een nummerbord
1230;Heijden, A F Th van der - Weerborstels.txt;A. F. Th. van der Heijden;Weerborstels
1231;Heijden, Chris van der - Een dollar per dag.txt;Chris van der Heijden;Een Dollar per Dag
1232;Heijden, Chris van der - Grijs verleden.txt;Chris van der Heijden;Grijs verleden / druk 9
1233;Heije, Jan Pieter -  Al de kinderliederen.txt;Jan Pieter Heije;Al de Kinderliederen
1234;Heijermans, Herman - Droomkoninkje.txt;Herman Heijermans;Droomkoninkje
1235;Heijermans, Herman - Vuurvlindertje.txt;Herman Heijermans;Vuurvlindertje
1236;Heijmerikx, Ellen - Blinde wereld.txt;Ellen Heijmerikx;Blinde Wereld
1237;Heijnes, Hendrik Jacobus - Bij ons in Noord-Holland.txt;Hendrik Jacobus Heijnes;Bij ons in Noord-Holland
1238;Heimans, Tania - Hemelsleutels.txt;Tania Heimans;Hemelsleutels
1239;Heimburg, W. - Liesje van den lompenmolen.txt;W. Heimburg;Liesje van den Lompenmolen
1240;Heine, Heinrich - De beurs lacht.txt;Heinrich Heine;De Beurs Lacht
1241;Heine, Heinrich - De Franse pers.txt;Heinrich Heine;De Franse Pers
1242;Heine, Heinrich - Franse toestanden.txt;Heinrich Heine;Franse Toestanden
1243;Heinlein, Robert A - De Zesde Colonne.txt;Robert A. Heinlein;De Zesde Colonne
1244;Heinlein, Robert A - Het curieuze beroep van Jonathan Hoag.txt;Robert A. Heinlein;Het curieuze beroep van Jonathan Hoag
1245;Heinlein, Robert A - Zwerftocht Tussen De Sterren.txt;Robert A. Heinlein;Zwerftocht Tussen De Sterren
1246;Heinlein, Robert A. - Dan maar de kou in.txt;Robert A. Heinlein;Dan maar de kou in
1247;Heinlein, Robert A. - De Maan In Opstand.txt;Robert A. Heinlein;De Maan In Opstand
1248;Heinlein, Robert A. - Verdwaald tussen sterren.txt;Robert A. Heinlein;Robert A Heinlein - Verdwaald tussen Sterren
1249;Heitz, Markus - De Nieuwe Tijd I.txt;Markus Heitz;De Nieuwe Tijd I
1250;Hek, Youp van 't - Bacterien moeten ook leven.txt;Youp van 't Hek;Bacterien moeten ook leven
1251;Hek, Youp van 't - Iedereen is eigenaar van iets.txt;Youp van 't Hek;Iedereen is eigenaar van iets
1252;Hek, Youp van 't - Is Youp leuk.txt;Youp van 't Hek;Is Youp leuk?
1253;Hek, Youp van 't - Oelikoelie en andere goden.txt;Youp van 't Hek;Oelikoelie en andere goden
1254;Hellingman, Jeroen - Aljaska en de Canada-spoorweg.txt;Jeroen Hellingman;Aljaska en de Canada-spoorweg / De Aarde en haar Volken, 1892
1255;Hellingman, Jeroen - Bezoek aan den berg Athos.txt;Jeroen Hellingman;Bezoek aan den berg Athos / De Aarde en haar Volken, 1873
1256;Hellingman, Jeroen - De kasteelen van koning Lodewijk II.txt;Jeroen Hellingman;De kasteelen van Koning Lodewijk II van Beieren / De Aarde en haar Volken, 1887
1257;Hellingman, Jeroen - De verdelgingsoorlog der Yankees tegen de Apachen-indianen, De aarde en haar volken, 1873.txt;Jeroen Hellingman;De Verdelgingsoorlog der Yankees tegen de Apachen-indianen / De Aarde en haar Volken, 1873
1258;Hellingman, Jeroen - De Villa's der Medici in den omtrek van Florence, De aarde en haar volken, 1886.txt;Jeroen Hellingman;De Villa's der Medici in den omtrek van Florence / De Aarde en haar Volken, 1886
1259;Hellingman, Jeroen - De Zaan en Waterland een kijkje in Noord Holland, De aarde en haar volken, 1887.txt;Jeroen Hellingman;De Zaan en Waterland: Een kijkje in Noord Holland / De Aarde en haar Volken, 1887
1260;Hellingman, Jeroen - Dramas in de wolken luchtreizen en luchtreizigers, De aarde en haar volken, 1875.txt;Jeroen Hellingman;Dramas in de wolken: Luchtreizen en luchtreizigers / De Aarde en haar Volken, 1875
1261;Hellingman, Jeroen - Mandalay, de jongste hoofdstad van Birma.txt;Jeroen Hellingman;Mandalay, de jongste hoofdstad van Birma / De Aarde en haar Volken, 1904
1262;Hellingman, Jeroen - Omzwervingen door de eilandenwereld van den Grooten-oceaan, De aarde en haar volken, 1887.txt;Jeroen Hellingman;Omzwervingen door de eilandenwereld van den Grooten-oceaan / De Aarde en haar Volken, 1887
1263;Hellingman, Jeroen - Pisa.txt;Jeroen Hellingman;Pisa / De Aarde en haar Volken, 1887
1264;Helman, Albert - De Laaiende Stilte.txt;Albert Helman;De Laaiende Stilte
1265;Helman, Albert - De Stille Plantage.txt;Albert Helman;De Stille Plantage
1266;Hemingway, Ernest - En de zon gaat op.txt;Ernest Hemingway;En de zon gaat op
1267;Hemmerechts, Kristien - Als een kinderhemd.txt;Kristien Hemmerechts;Als een kinderhemd
1268;Hemmerechts, Kristien - Ann.txt;Kristien Hemmerechts;Ann
1269;Hemmerechts, Kristien - De Laatste Keer.txt;Kristien Hemmerechts;De laatste keer / druk 1
1270;Hemmerechts, Kristien - De waar gebeurde geschiedenis van Victor en Clara Rooze.txt;Kristien Hemmerechts;De waar gebeurde geschiedenis van Victor en Clara Rooze
1271;Hemmerechts, Kristien - Donderdagmiddag halfvier.txt;Kristien Hemmerechts;Donderdagmiddag. Halfvier.
1272;Hemmerechts, Kristien - Een jaar als (g)een ander.txt;Kristien Hemmerechts;Een jaar als (g)een ander
1273;Hemmerechts, Kristien - Wit Zand.txt;Kristien Hemmerechts;Wit Zand
1274;Henderson, Marian - De aap op mijn rug.txt;Marian Henderson;De aap op mijn rug
1275;Henderson, Marian - Vlinderkind.txt;Marian Henderson;Vlinderkind
1276;Herbert, Frank - Duin Kapittel.txt;Frank Herbert;Duin Kapittel
1277;Herbert, Frank - Duin Messias.txt;Frank Herbert;Duin Messias
1278;Herbert, Frank - Duin.txt;Frank Herbert;Duin
1279;Herbert, Frank - God Keizer op Duin.txt;Frank Herbert;God Keizer op Duin
1280;Herbert, Frank - Ketters van Duin.txt;Frank Herbert;Ketters van Duin
1281;Herbert, Frank - Kinderen van Duin.txt;Frank Herbert;Kinderen van Duin
1282;Herck, Paul van - Sam, of de Pluterdag.txt;Paul van Herck;Sam, of de Pluterdag
1283;Hermann, Kai und Rieck, Horst - Christiane F.txt;Kai Hermann en Horst Rieck;Christiane F.
1284;Hermans, Anne - De Co-Assistent.txt;Daniëlle Hermans;De co-assistent / druk Heruitgave
1285;Hermans, Danielle - De Watermeesters.txt;Daniëlle Hermans;De Watermeesters
1286;Hermans, Danielle - Het Tulpenvirus.txt;Daniëlle Hermans;Het tulpenvirus / druk 1
1287;Hermans, W F - Het behouden huis.txt;W.F. Hermans;Het behouden huis
1288;Hermans, Willem Frederik - Nooit meer slapen.txt;W.F. Hermans;Nooit meer slapen
1289;Herriot, James - Alle dieren van het land.txt;James Herriot;Alle dieren van het land
1290;Herriot, James - alle schepsels, groot en klein.txt;James Herriot;Alle schepsels, groot en klein
1291;Herriot, James - Belevenissen van een veearts 1.txt;James Herriot;Belevenissen van een veearts
1292;Herriot, James - hondenverhalen.txt;James Herriot;Hondenverhalen
1293;Het lot van de jager.txt;Smith, W.;Lot van de jager / druk 1
1294;Heuft, Theo - Yab Yum Het Beroemdste Bordeel Van De Wereld.txt;Theo Heuft;Yab Yum. Het beroemdste bordeel van de wereld
1295;Heuvel, Dick vd & Simon de Waal - Wulffers en de zaak van de bloedverwanten.txt;Dick van den Heuvel & Simon de Waal;Wulffers en de zaak van de bloedverwanten
1296;Heuvel, Dick vd & Simon de Waal - Wulffers en de zaak van de dode hoek.txt;Dick van den Heuvel & Simon de Waal;Wulffers en de zaak van de dode hoek
1297;Heuvel, Dick vd & Simon de Waal - Wulffers en de zaak van de doodshoofdvlinder.txt;Dick van den Heuvel & Simon de Waal;Wulffers en de zaak van de doodshoofdvlinder
1298;Heuvel, Dick vd & Simon de Waal - Wulffers en de zaak van de vermoorde onschuld.txt;Dick van den Heuvel & Simon de Waal;Wulffers en de zaak van de vermoorde onschuld
1299;Heuvel, Dick vd - Wulffers en de zaak van de karaktermoord.txt;Dick van den Heuvel;Wulffers en de zaak van de karaktermoord
1300;Heuvel, Dick vd - Wulffers en de zaak van de monddode.txt;Dick van den Heuvel;Wulffers en de zaak van de monddode
1301;Heuvel, Dick vd - Wulffers en de zaak van het doodlopende spoor.txt;Dick van den Heuvel;Wulffers en de zaak van het doodlopende spoor
1302;Heuvel, Dick vd - Wulffers en de zaak van het galgenmaal.txt;Dick van den Heuvel;Wulffers en de zaak van het galgenmaal
1303;Heuvel, John van den - Doden Liegen Niet.txt;John van den Heuvel;Doden Liegen Niet
1304;Heuvel, John van den - Dossier van den Heuvel.txt;John van den Heuvel;Dossier van den Heuvel
1305;Hewson, David - 4-De engelen des doods.txt;David Hewson;De engelen des doods
1306;Hewson, David - 6-De Romeinse lusthof.txt;David Hewson;De Romeinse lusthof
1307;Hewson, David - De Pantheon Getuige.txt;David Hewson;De Pantheon getuige / druk 1
1308;Hewson, David - De Vaticaanse Moorden.txt;David Hewson;De Vaticaanse moorden
1309;Hewson, David - Het Bacchus offer.txt;David Hewson;Het Bacchus offer
1310;Hewson, David - Het Zevende Sacrament.txt;David Hewson;Het zevende sacrament / druk 1
1311;Heyink, Joost - Obsessie.txt;Joost Heyink;Obsessie
1312;Heytink, Joost - Proefverlof.txt;Joost Heyink;Proefverlof / druk 1
1313;Higgins Clark, Mary -  Heeft een meisje weggehaald.txt;Mary Higgins Clark;...Heeft een meisje weggehaald
1314;Higgins Clark, Mary - De geheime erfenis.txt;Mary Higgins Clark;Mary Higgins Clark-De geheime erfenis1
1315;Higgins Clark, Mary - De spookmelodie.txt;Mary Higgins Clark;De spookmelodie
1316;Higgins Clark, Mary - Doe alsof je haar niet ziet.txt;Mary Higgins Clark;Doe alsof je haar niet ziet
1317;Higgins Clark, Mary - Dood op de kaap.txt;Mary Higgins Clark;Dood op de kaap
1318;Higgins Clark, Mary - Stille Nacht.txt;Mary Higgins Clark;Stille Nacht
1319;Higgins Clark, Mary - Twee meisjes in het blauw.txt;Mary Higgins Clark;Twee meisjes in het blauw
1320;Higgins Clark, Mary - Vergeet mij niet.txt;Mary Higgins Clark;Vergeet mij niet
1321;Hill, Susan - Zuiver van hart.txt;Susan Hill;Zuiver van hart
1322;Hirs, Margreet - Haventijd.txt;Margreet Hirs;Haventijd
1323;Hirs, Margreet - Rood en groen.txt;Margreet Hirs;Rood en groen
1324;Hirsi Ali, Ayaan - De zoontjesfabriek.txt;Ayaan Hirsi Ali;De zoontjesfabriek
1325;Hirsi Ali, Ayaan - Nomadei.txt;Ayaan Hirsi Ali;Nomade
1326;Hislop, Victoria - Plaza Granada.txt;Victoria Hislop;Plaza Granada (NL, 2008)
1327;Hobb, Robin - [Levende schepen 1] Het magische schip.txt;Robin Hobb;1. Het magische schip
1328;Hobb, Robin - [Levende schepen 2] Het dolende schip.txt;Robin Hobb;2. Het dolende schip
1329;Hobb, Robin - [Levende schepen 3] Het bestemde schip.txt;Robin Hobb;3. Het bestemde schip
1330;Hoffman, Alice - de ijkoningin.txt;Alice Hoffman;de ijkoningin
1331;Hoffman, Alice - Onder water.txt;Alice Hoffman;Onder water
1332;Hoffman, Jiliane - In een vlaag van waanzin.txt;Jiliane Hoffman;In een vlaag van waanzin
1333;Hoffmann, Corinne - terug uit Afrika.txt;Corinne Hofmann;terug uit Afrika
1334;Hofmann, Corinne - De Blanke Masai.txt;Corinne Hofmann;De Blanke Masai
1335;Hofmann, Corinne - Weerzien in Kenia.txt;Corinne Hofmann;Weerzien in Kenia
1336;Hogan, J.P. - De terugkeer van de Ganymeden.txt;James P. Hogan;De terugkeer van de Ganymeden
1337;Hogan, James P - (1977) Ruines op de Maan (Inherit the Stars).txt;James P. Hogan;Ruines op de Maan
1338;Holbrook, Teri - Stille wateren.txt;Teri Holbrook;Stille wateren
1339;Holden, Kate - Onder mijn huid.txt;Kate Holden;Onder mijn huid / druk 1
1340;Hollander, Xaviera - De Happy Hooker.txt;Xaviera Hollander;De Happy Hooker
1341;Holmes, Dee - Verlokkend spel.txt;Dee Holmes;Verlokkend spel
1342;Holt, Penelope J. - De Engel Op Mijn Schouder.txt;Penelope J. Holt;De engel op mijn schouder
1343;Holt, Victoria - Onschuld is als een tere bloem.txt;Victoria Holt;Onschuld is als een tere bloem
1344;Hoogstraaten, Marianne & Theo - Kruisgang.txt;Marianne Hoogstraaten & Theo Hoogstraaten;Hoogstraaten, Marianne en Theo - Kruisgang
1345;Hoogstraaten, Marianne & Theo - Lokvrouw.txt;Marianne Hoogstraaten & Theo Hoogstraaten;Lokvrouw
1346;Hoorn, Margreet van - Een storm in het hoofd.txt;Margreet van Hoorn;Een storm in het hoofd
1347;Hoorn, Margreet van - Het tweede geweten.txt;Margreet van Hoorn;Het tweede geweten
1348;Horwood, William - De Duncton Saga.txt;William Horwood;De Duncton Saga
1349;Hosseini, Khaled - De vliegeraar.txt;Khaled Hosseini;De vliegeraar
1350;Hosseini, Khaled - Duizend schitterende zonnen.txt;Khaled Hosseini;Duizend schitterende zonnen
1351;Howeler, Marijke - Ik Ben Geen Tegenspreker.txt;Marijke Howeler;Ik ben geen tegenspreker
1352;Howell, Katherine - Koude Zaken.txt;Katherine Howell;Koude zaken / druk 1
1353;Hubert, Karel - Gouwe jongens!.txt;Karel Hubert;Gouwe jongens!
1354;Huizinga, Leonard - Adriaan en Olivier met Oerkoendoe.txt;Leonard Huizinga;Adriaan en Olivier
1355;Huizinga, Leonard - Adriaan en Olivier.txt;Leonard Huizinga;Adriaan en Olivier
1356;Huizinga, Leonard - Olivier en Adriaan.txt;Leonard Huizinga;Olivier en Adriaan
1357;Humbert, Aime - Japan.txt;Aimé Humbert;Japan / De Aarde en haar Volken, 1867
1358;Hume-Griffith, M.E. - Achter den Sluier in Perziâ en Turksch Arabiâ .txt;M. E. Hume-Griffith;Achter den Sluier in Perzië en Turksch Arabië / De Aarde en haar Volken, 1917
1359;Hunter, Gwen - Bloedschande.txt;Gwen Hunter;Bloedschande
1360;Hurk, Peter van der - Mijn zesde zintuig.txt;Peter van der Hurk;Mijn zesde zintuig
1361;Hurwitz, Gregg - De Misdaad Schrijver.txt;Gregg Hurwitz;De watermeesters / druk 1
1362;Hurwitz, Gregg - Vertrouw Niemand.txt;Gregg Hurwitz;Vertrouw niemand / druk 1
1363;Hyland, M.J. - Dit is echt.txt;M.J. Hyland;Dit is echt
1364;Ibsen, Henrik - Dramatische werken.txt;Henrik Ibsen;Dramatische werken
1365;Ijmker, Janne - Achtendertig Nachten.txt;Janne Ijmker;Achtendertig nachten
1366;Iles, Greg - 24 uur.txt;Greg Iles;24 uur (Trapped)
1367;Indiana Jones 01 - En de verloren ark - Campbell Black.txt;Campbell Black;Indiana Jones en de verloren ark
1368;Indiana Jones 03 - En de laatste kruistocht - Rob MacGregor.txt;Rob Mac Gregor;Indiana Jones en de laatste kruistocht
1369;Indiana Jones 04 - Een het godenschip - Wolfgang Hohlbein.txt;Wolfgang Hohlbein;Indiana Jones en het godenschip
1370;Indiana Jones 05 - En de gevederde slang - Wolfgang Hohlbein.txt;Wolfgang Hohlbein;Indiana Jones de gevederde slang
1371;Indiana Jones 06 - En het zwaard van Djenghis Kahn - Wolfgang Hohlbein.txt;Wolfgang Hohlbein;Indiana Jones en het zwaard van Djengis Kahn
1372;Indridason, Arnaldur - [Inspecteur Erlendur 01] Maandagskinderen.txt;Arnaldur Inðridason;Maandagskinderen
1373;Indridason, Arnaldur - [Inspecteur Erlendur 02] Grafteken.txt;Arnaldur Inðridason;Grafteken
1374;Indridason, Arnaldur - [Inspecteur Erlendur 04] Moordkuil.txt;Arnaldur Inðridason;Moordkuil
1375;Indridason, Arnaldur - [Inspecteur Erlendur 06] Koudegolf.txt;Arnaldur Inðridason;Koudegolf
1376;Inen, Jerome - Zomergriep.txt;Jerome Inen;Zomergriep
1377;Irving, John - Bidden wij voor Owen Meany.txt;John Irving;Bidden wij voor Owen Meany
1378;Irving, John - De wereld volgens Garp.txt;John Irving;De wereld volgens Garp
1379;Isaacson, Rupert - De paardenjongen.txt;Rupert Isaacson;De Paardenjongen / druk Heruitgave
1380;Isaacson, Walter - Biografie Steve Jobs.txt;Walter Isaacson;iSteve / druk 1
1381;Jacobi, H.D. - Wat tante Dora vertelde.txt;H. D. Jacobi;Wat tante Dora vertelde
1382;jager, Wiebe de - Zelf Ebooks Uitgeven.txt;Wiebe de Jager;Zelf ebooks uitgeven
1383;James, Erica - De kleine dingen.txt;Erica James;De kleine dingen
1384;James, Erica - Een Dierbare Tijd.txt;Erica James;Een dierbare tijd
1385;James, Erica - Italiaans Voor Beginners.txt;Erica James;Italiaans voor beginners / druk 1
1386;James, Erica - Schaduwleven.txt;Erica James;Schaduwleven display 2 x 4 ex. / druk 1
1387;James, Erica - Zussen voor altijd.txt;Erica James;Zussen voor altijd goedk.ed. / druk 3
1388;James, P.D. - Erfzonde.txt;P.D. James;Erfzonde
1389;James, P.D. - Geen prijs te hoog.txt;P.D. James;Geen prijs te hoog
1390;James, Peter - De dood voor ogen.txt;Peter James;De dood voor ogen / druk 1
1391;James, Peter - Doodsimpel.txt;Peter James;Doodsimpel
1392;James, Peter - Op dood spoor.txt;Peter James;Op dood spoor / druk 1
1393;James, Peter - Op sterven na dood.txt;Peter James;Op sterven na dood / druk 1
1394;James, Peter - Ten dode opgeschreven.txt;Peter James;Ten dode opgeschreven
1395;James, Tania - Atlas Van Het Onbekende.txt;Mieke Lindenburg;Atlas Van Het Onbekende
1396;Jami, Ehsan - Het Recht Om Ex-Moslim Te Zijn.txt;Ehsan Jami;Het Recht Om Ex-Moslim Te Zijn
1397;Jandin, B. de - Om en door den Peloponnesus.txt;B. de Jandin;Om en door den Peloponnesus / De Aarde en haar Volken, 1909
1398;Jansen, Carrie - Kil! Een moordverhaal.txt;Carrie Jansen;Kil! Een moordverhaal
1399;Jansen, Suzanna - Het pauperparadijs.txt;Suzanna Jansen;Het pauperparadijs
1400;Janssen, Roel - De Tiende Vrouw.txt;Roel Janssen;De tiende vrouw / druk 9
1401;Japin, Arthur - De overgave.txt;Arthur Japin;De overgave
1402;Jefferson, Bass - Het lijkenhuis.txt;Jefferson Bass;Het lijkenhuis / druk 1
1403;Jessop, Carolyn - Ontsnapt.txt;Carolyn Jessop;Ontsnapt / druk 1
1404;Jimenez, Georgina - Zwarte Havana.txt;Georgina Jiménez;Zwart Havana / druk 1
1405;Johns, WE - 01 Biggles als kwajongen.txt;W. E. Johns;Biggles 01 - Biggles als kwajongen
1406;Johns, WE - 02 Biggles leert vliegen.txt;W. E. Johns;Biggles 02 - Biggles leert vliegen
1407;Johns, WE - 03 Biggles als spion.txt;W. E. Johns;Biggles 03 - Biggles als spion
1408;Johns, WE - 04 Biggles in vijandelijk gebied.txt;W. E. Johns;Biggles 04 - Met Biggles in vijandelijk gebied
1409;Johns, WE - 05 Biggles vliegt naar Tibet.txt;W. E. Johns;Biggles 05 - Biggles vliegt naar Tibet
1410;Johns, WE - 07 Biggles in Africa.txt;W. E. Johns;Biggles 07 - Biggles in Africa
1411;Johns, WE - 17 Biggles in de vuurlinie.txt;W. E. Johns;Biggles 17 -Biggles in de vuurlinie
1412;Jones, Belinda - Cappuccino in Costa Rica.txt;Belinda Jones;Cappuccino in Costa Rico
1413;Jones, Belinda - Glamour in Californie.txt;Belinda Jones;Glamour in California
1414;Jones, Belinda - Liefdescollege in Venetie.txt;Belinda Jones;Love Academy
1415;Jones, Belinda - Parels in het paradijs.txt;Belinda Jones;Parels in het paradijs (NL, 2005)
1416;Jones, Daniel - Vent op de Bank.txt;Daniel Jones;Vent op de Bank
1417;Jones, Dylan - iPod, Therefore I Am.txt;Dylan Jones;iPod, Therefore I Am
1418;Jong, A M de - Merijntje Gijzen's Jeugd 01 - Het Verraad.txt;A.M. de Jong;Merijntje Gijzen's Jeugd 01 - Het Verraad
1419;Jong, A M de - Merijntje Gijzen's Jeugd 02 - Flierefluiters Oponthoud.txt;A.M. de Jong;Merijntje Gijzen's Jeugd 02 - Flierefluiters Oponthoud
1420;Jong, A M de - Merijntje Gijzen's Jeugd 03 - Onnozele Kinderen.txt;A.M. de Jong;Merijntje Gijzen's Jeugd 03 - Onnozele Kinderen
1421;Jong, A M de - Merijntje Gijzen's Jeugd 04 - In De Draaikolk.txt;A.M. de Jong;Merijntje Gijzen's Jeugd 04 - In De Draaikolk
1422;Jong, A M deDe - Wereldreis Van Bulletje En Boonestaak.txt;A.M. de Jong;De Wereldreis Van Bulletje En Boonestaak
1423;Jong, Annet de - Vuurkoraal.txt;Annet de Jong;Vuurkoraal
1424;Jong, Carla de - In retraite.txt;Carla de Jong;In retraite / druk 1
1425;Jong, Carla de - Serpent.txt;Carla de Jong;Serpent
1426;Jong, Jelly de - Mijn dochter Renee.txt;Jelly de Jong;Mijn dochter Renée
1427;Joosten, Astrid - Onmogelijke Liefdes.txt;Astrid Joosten;Onmogelijke Liefdes / druk 1
1428;Jordan, Penny - italiaanse bruiloft.txt;Penny Jordan;Italiaans bruiloft
1429;Jordan, Robert - Het rad des tijds Boek XII.txt;Robert Jordan;Het Rad des Tijds Boek XII
1430;Joris, Daniel - Het helse eiland.txt;Daniel Joris;Action Man - Het Helse Eiland
1431;Joris, Lieve - De Golf.txt;Lieve Joris;De Golf
