filepath,isbn,author:id,author:lastname,categories,language,record_id,subject,title:detail,txt_file
"North, Freya - Chloe","9789460921018,9460921019,9789460921018",153383,North,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789460921018,302,Chloe,"North, Freya - Chloe.xml"
"Rhodan, Perry - 0098 - Ontketende krachten",,,,,,,,,
De man zonder ziekte,"9789038895123,9038895127,9789038895123",17555,Grunberg,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789038895123,301,De man zonder ziekte,De man zonder ziekte.xml
"Heytink, Joost - Proefverlof","9789041414823,9041414827,9789041414823",156634,Heyink,"Literaire thriller,Literaire fictie algemeen",dut,9789041414823,305,Proefverlof,"Heytink, Joost - Proefverlof.xml"
Haar bloed,"9789044521542,9044521543,9789044521542",55102,Hemmerechts,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789044521542,301,Haar bloed,Haar bloed.xml
"Groult, Benoite - Een eigen gezicht",,,,,,,,,
Soerabaja,"9789029586580,9029586583,9789029586580",61602,Slot,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789029586580,301,Soerabaja,Soerabaja.xml
"Coben, Harlan - (1999) Schaduwleven (The Final Detail)","9789460920912,9460920918,9789460920912",32331,Coben,"Literaire thriller,Literaire fictie algemeen",dut,9789460920912,305,Schaduwleven,"Coben, Harlan - (1999) Schaduwleven (The Final Detail).xml"
"Cookson, Catharine - Het Geslacht Mallen 1 - De Getekenden","9010044599,9010044599,9789010044594",31979,COOKSON,Non-fictie informatief/professioneel algemeen,dut,9789010044594,600,Geslacht mallen de getekenden,"Cookson, Catharine - Het Geslacht Mallen 1 - De Getekenden.xml"
"Gerritsen, Tess - (2004) Zustermoord (Body Double)","9085641446,9085641446,9789085641445",,,,,,,,"Gerritsen, Tess - (2004) Zustermoord (Body Double).xml"
"Heide van der, Willy - Ali Roos als Ali Baba",,,,,,,,,
"Hawach, Melissa - Gebroken Geluk","9789047513032,9047513037,9789047513032",201698,Hawach,"Literaire non-fictie algemeen,Literaire fictie algemeen",dut,9789047513032,320,Gebroken geluk,"Hawach, Melissa - Gebroken Geluk.xml"
"Mansell, Jill - (1993) Top Hit (Kiss)",,,,,,,,,
"Edwardson, Ake - Nog Niet Dood",,,,,,,,,
"Gerritsen, Tess - (1997) Diagnose besmet (Life Support)",,,,,,,,,
"Vance, Jack - Emphyrio",,,,,,,,,
Kerkhofblommen - Guido Gezelle,,,,,,,,,
"Nicci, Gerrard - Soham","9022541347,9022541347,9789022541340",31856,Gerrard,"Literaire non-fictie algemeen,Literaire fictie algemeen",dut,9789022541340,320,Soham,"Nicci, Gerrard - Soham.xml"
"Graaf, Anke de - Twee ringen op fluweel",,,,,,,,,
"Scott Card, Orson - De Afgrond met beschrijving","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;2161011111,2161011111,9782161011118;2160311111,2160311111,9782160311110",,,,,,,,"Scott Card, Orson - De Afgrond met beschrijving-4.xml"
"Sandford, John - Slecht geweten",,,,,,,,,
"Provis, Martine - Wegen Van Steen",,,,,,,,,
"Rhodan, Perry - 0182 - Drie van de galactische V D ",,,,,,,,,
"Child, Lee - Sluipschutter",,,,,,,,,
"Landell de, Olaf - Ave Eva","9022505189,9022505189,9789022505182",31972,LANDELL,Non-fictie informatief/professioneel algemeen,dut,9789022505182,600,Ave eva,"Landell de, Olaf - Ave Eva.xml"
"Hemmerechts, Kristien - Als een Kinderhemd","9789045015484,904501548X,9789045015484;9045012073,9045012073,9789045012070",55102,Hemmerechts,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789045015484,301,Als een kinderhemd,"Hemmerechts, Kristien - Als een Kinderhemd.xml"
"Burroughs, Edgar Rice - Tarzan en de Juweelen van Opar",,,,,,,,,
"Arends, Jan - Ik Had Een Strohoed En Een Wandelstok",,,,,,,,,
"Christie, Agatha - Bundel (1948) Getuige a charge (The Witness for the Prosecution) ",,,,,,,,,
"Beke, Carel - Pim Pandoer - 10 - vangt een grijze kat",,,,,,,,,
De doornvogels deel 2 - Colleen McCullough,,,,,,,,,
"Asimov, Isaac - De Robots van de Dageraad",,Asimov,,,,,,,
"Camilleri, Andrea - Sporen in het zand",,,,,,,,,
"Alexie, Sherman - Dagboek van een halve Indiaan",,,,,,,,,
"Gaiman, Neil - Coraline","9789024531936,9024531934,9789024531936",11871,Gaiman,"Fantasy,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789024531936,334,Coraline,"Gaiman, Neil - Coraline.xml"
Havank - Havank 15 - (1948) Lijk Halfstok,,,,,,,,,
"Hek van 't, Youp - Hartjeuk & Zieleczeem","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;2161011111,2161011111,9782161011118;2160311111,2160311111,9782160311110",,,,,,,,"Hek van 't, Youp - Hartjeuk & Zieleczeem-3.xml"
"Rhodan, Perry - 0336 - Gucky","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0336 - Gucky.xml"
Tolkien - De Hobbit,,,,,,,,,
"Dendermonde, Max - De wereld gaat aan vlijt ten onder",,,,,,,,,
Leven zonder grenzen - Deepak Chopra,"9063254229,9063254229,9789063254223",30193,Chopra,"Filosofie algemeen,Theologie algemeen",dut,9789063254223,730,Leven zonder grenzen,Leven zonder grenzen - Deepak Chopra.xml
"Ruland, Wilhelm  - Sagen van den Rijn",,,,,,,,,
"Heide, Willy van der - Een klusje op te knappen en een kapitein",,,,,,,,,
"Edwardson, Ake - Roep Uit De Verte",,,,,,,,,
Corpus Delicti - Patricia Cornwell,"9024511968,9024511968,9789024511969",38250,Cornwell,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789024511969,330,Corpus delicti,Corpus Delicti - Patricia Cornwell.xml
"Rhodan, Perry - 0086 - De sleutel tot de macht","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0086 - De sleutel tot de macht.xml"
"Clancy, Tom - (1993) De Meedogenlozen (Without Remorse)","9022981142,9022981142,9789022981146",33364,Clancy,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789022981146,330,De meedogenlozen,"Clancy, Tom - (1993) De Meedogenlozen (Without Remorse).xml"
De kille maagd - Ellis Peters,"9022517977,9022517977,9789022517970",,,,,,,,De kille maagd - Ellis Peters.xml
"Walters, Minette - Duivelsveer","9789460921889,9460921884,9789460921889",67358,Walters,"Literaire thriller,Literaire fictie algemeen",dut,9789460921889,305,Duivelsveer,"Walters, Minette - Duivelsveer.xml"
"Rhodan, Perry - 0154 - De vervolgde van Aralon",,,,,,,,,
Hoe ik van Marriet afkwam - kluun,,,,,,,,,
"Bijlo, Vincent - Kort door de bocht","9789029599887,902959988X,9789029599887",,,,,,,,"Bijlo, Vincent - Kort door de bocht.xml"
"Rhodan, Perry - 0034 - Levtan, de verrader","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0034 - Levtan, de verrader.xml"
Hilbert Kuik - Vreemde Eend (Medicijnman in Afrika),,,,,,,,,
"Meer, Vonne van der - Eilandgasten","9789025433277,9025433278,9789025433277",155633,Meer,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789025433277,301,Film editie,"Meer, Vonne van der - Eilandgasten.xml"
"Vielliard, Edme - In Oostenrijk--Stiermarken De Aarde en haar volken",,,,,,,,,
"Pearson, Didley - De Slachter","9026972849,9026972849,9789026972843",251,Pearson,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789026972843,312,SLACHTER,"Pearson, Didley - De Slachter.xml"
"Christie, Agatha - Het mysterie van Sittaford",,,,,,,,,
"Weis, Rene - De Laatste Katharen",,,,,,,,,
"Brouwers, Jeroen - Het is niets","9789045015385,9045015382,9789045015385",18760,Brouwers,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789045015385,301,Het is niets,"Brouwers, Jeroen - Het is niets.xml"
"Harris, Thomas - [Hannibal Lecter 1] Rode draak","2116972582,2116972582,9782116972587;2155222432,2155222432,9782155222438;2118639252,2118639252,9782118639259;9024555035,9024555035,9789024555031",6039,Harris,"Fantasy,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789024555031,334,De Hannibal Lecter Omnibus,"Harris, Thomas - [Hannibal Lecter 1] Rode draak-3.xml"
"Auel, Jeane M - 1 Aardkinderen - De Stam van de Holebeer",,,,,,,,,
"Cremer, Jacobus Jan - Dokter Helmond en zijn vrouw",,,,,,,,,
"Rhodan, Perry - 0012 - Het geheim van de tijdkluis",,,,,,,,,
"Kellerman, Jonathan - Boze Tongen",,,,,,,,,
"MacLean, Alistair - Zr. Ms. Ulysses",,,,,,,,,
"Buxbaum, Julie - Na Jou",,,,,,,,,
"Mankell, Henning - De jonge Wallander",,,,,,,,,
"Hemmerechts, Kristien - Donderdagmiddag halfvier","9789045015651,904501565X,9789045015651",55102,Hemmerechts,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789045015651,301,"Donderdagmiddag, halfvier","Hemmerechts, Kristien - Donderdagmiddag halfvier.xml"
"MacBride, Stuart - Vers bloed",,,,,,,,,
"Rhodan, Perry - 0127 - Tussen de melkwegen",,,,,,,,,
"Het Leven, Het Heelal En De Rest - Adams_ Douglas",,,,,,,,,
"Enquist, Anna - De Thuiskomst","9789029599948,9029599944,9789029599948",,,,,,,,"Enquist, Anna - De Thuiskomst.xml"
Havank Terpstra - Havank 38 (1968) Schaduw aan de Donau,,,,,,,,,
"Hobb, Robin - [Levende schepen 2] Het dolende schip","9029066725,9029066725,9789029066723",153370,Hobb,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789029066723,312,Het dolende schip,"Hobb, Robin - [Levende schepen 2] Het dolende schip.xml"
"Rhodan, Perry - 0359 - Kamikaze corvette","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0359 - Kamikaze corvette.xml"
"Christie, Agatha - Hercule Poirot - (1955) Moord in het studentenhuis (Hickory Dickory Dock)",,,,,,,,,
"Kepler, Lars  - Contract","9789023464952,9023464958,9789023464952",213726,Kepler,"Literaire thriller,Literaire fictie algemeen",dut,9789023464952,305,Contract,"Kepler, Lars  - Contract.xml"
"Groot, Maria de - Het evangelie naar Maria Magdalena","9789025970154,902597015X,9789025970154;9789025957681,9025957684,9789025957681",259397,Groot,"Spiritualiteit,Esoterie algemeen,Theologie algemeen",dut,9789025970154,728,Het evangelie naar Maria Magdalena / druk 1,"Groot, Maria de - Het evangelie naar Maria Magdalena.xml"
"Rhodan, Perry - 0072 - De afgezanten van Aurigel",,,,,,,,,
"Mahr, Kurt - Venus in gevaar",,,,,,,,,
"Peters, Ellis - 08 De duivelse droom",,,,,,,,,
00155 Lust,"9789022323229,9022323226,9789022323229",116461,Deflo,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789022323229,330,Lust,00155 Lust.xml
"Zelazny, Roger - Amber 09 - Ridder van Schaduw",,,,,,,,,
"Adriaans, Ingrid - Vijf Jaar Zeilen In De Schaduw Van De Maan",,,,,,,,,
00209 Nachtboot,"9789023451921,9023451929,9789023451921",34783,Robotham,"Literaire thriller,Literaire fictie algemeen",dut,9789023451921,305,Nachtboot,00209 Nachtboot.xml
"Janssen, Roel - De Tiende Vrouw","9789023449959,9023449959,9789023449959",68466,Janssen,"Literaire thriller,Literaire fictie algemeen",dut,9789023449959,305,De tiende vrouw,"Janssen, Roel - De Tiende Vrouw.xml"
"Rhodan, Perry - 0008 - Basis op Venus","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0008 - Basis op Venus.xml"
"Tolkien, J.R.R. - De Heer der Ringen deel 2 - De Twee Torens [zonder plaatjes]","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2161011111,2161011111,9782161011118;1048576000,1048576000,9781048576009;2160311111,2160311111,9782160311110;0268435456,0268435456,9780268435455",,,,,,,,"Tolkien, J.R.R. - De Heer der Ringen deel 2 - De Twee Torens [zonder plaatjes].xml"
"Rhodan, Perry - 0010 - Ruimteoorlog in de wega-sector","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;2161011111,2161011111,9782161011118;2160311111,2160311111,9782160311110",,,,,,,,"Rhodan, Perry - 0010 - Ruimteoorlog in de wega-sector-4.xml"
Baantjer - De Cock en de onsterfelijke dood,"9789026125324,9026125321,9789026125324",619868,Baantjer,"Detective,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789026125324,331,De Cock en de onsterfelijke dood,Baantjer - De Cock en de onsterfelijke dood.xml
"Rhodan, Perry - 0357 - De arenastrijders","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0357 - De arenastrijders.xml"
"Rhodan, Perry - 0028 - De kosmische lokvogel","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0028 - De kosmische lokvogel.xml"
Een Jungle-grap - Edgar Rice Burroughs,,,,,,,,,
"Terlouw, Jan & Sanne - De Apotheker","9789046807989,9046807983,9789046807989;9789046808719,9046808718,9789046808719",80864,Terlouw,"Literaire thriller,Literaire fictie algemeen",dut,9789046807989,305,De apotheker,"Terlouw, Jan & Sanne - De Apotheker.xml"
"Trevane, Jacky - Fatwa","9044310518,9044310518,9789044310511",113849,TREVANE,"Waargebeurde verhalen,Non-fictie Vrije tijd/algemeen",dut,9789044310511,402,FATWA,"Trevane, Jacky - Fatwa.xml"
"Roberts, Nora - Verborgen rijkdommen",,,,,,,,,
Koning Cophetua en het Bedelmeisje - Jan Siebelink,,,,,,,,,
"Gerritsen, Tess - Koud bloed","9024537762,9024537762,9789024537761",38668,Gerritsen,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789024537761,330,Koud bloed,"Gerritsen, Tess - Koud bloed.xml"
De Gevangenneming van Tarzan - Edgar Rice Burroughs,,,,,,,,,
"Mansell, Jill - Solo",,,,,,,,,
"Gemmell, David - Het Verzonken Zwaard",,,,,,,,,
"Baricco, Alessandro - Oceaan van een zee",,,,,,,,,
"Hellingman, Jeroen - De Zaan en Waterland een kijkje in Noord Holland, De aarde en haar volken, 1887",,,,,,,,,
"Simenon, Georges - Maigret en de gifmengster",,,,,,,,,
"MacDonough, James - Nacht Patrouille","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;2161011111,2161011111,9782161011118;2160311111,2160311111,9782160311110",,,,,,,,"MacDonough, James - Nacht Patrouille-4.xml"
"French, Nicci - De bewoonde wereld",,,,,,,,,
Winst,"9789085423690,9085423694,9789085423690",94506,Olyslaegers,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789085423690,301,Winst,Winst.xml
"Brooks, Terry - Het Zwaard van Shannara","9789046113745,9046113744,9789046113745",153377,Brooks,"Pockets spanning,Pockets algemeen,Literaire fictie algemeen",dut,9789046113745,313,Het zwaard van Shannara,"Brooks, Terry - Het Zwaard van Shannara.xml"
"Koch, Herman - Eten Met Emma","9789041415950,9041415955,9789041415950",76128,Koch,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789041415950,301,Eten met Emma,"Koch, Herman - Eten Met Emma.xml"
"Baantjer, A C - 20 De Cock en de ganzen van de dood","9789026125126,9026125127,9789026125126",619868,Baantjer,"Detective,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789026125126,331,De Cock en de ganzen van de dood,"Baantjer, A C - 20 De Cock en de ganzen van de dood.xml"
"Ede, Bies van - Gebakken rat met beukenblad",,,,,,,,,
cala caasidy aanzoek vd prins,,,,,,,,,
"Forsyth, Sarah - Mijn leven in de hel","9789089900975,9089900977,9789089900975",206271,Forsyth,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789089900975,302,Mijn leven in de hel,"Forsyth, Sarah - Mijn leven in de hel.xml"
Apres Ski - Suzanne Vermeer,,,,,,,,,
"Kate, Jan Jakob Lodewijk ten - Nieuwe bloemlezing uit de dichtwerken van J.J.L ten Kate",,,,,,,,,
"Mahr, Kurt - De planeet van de stervende zon",,,,,,,,,
"Voors, Barbara - Zusje van me","9044506285,9044506285,9789044506280",72124,Voors,"Pockets literaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789044506280,311,Zusje van me,"Voors, Barbara - Zusje van me.xml"
De vreemde plant - Herman Johan Robbers,,,,,,,,,
"Rhodan, Perry - 0508 - Ontmoeting tussen de sterren",,,,,,,,,
De weduwnaar - Kluun,"9789057592911,9057592916,9789057592911;9057592916,9057592916,9789057592911",83357,Kluun,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789057592911,301,De weduwnaar,De weduwnaar - Kluun-1.xml
"Mahr, Kurt - In het land van de goden",,,,,,,,,
"Pool, Joyce - Vals beschuldigd",,,,,,,,,
"Royen, Heleen van - (2006) De Onsnapping",,,,,,,,,
"Rhodan, Perry - 0159 - Gucky de grootwildjager",,,,,,,,,
"Hosseini, Khaled - De vliegeraar",,,,,,,,,
"Rhodan, Perry - 0332 - Strijd om de maan van Neptunus",,,,,,,,,
"Foggle, Bruce - 101 Vragen Van Uw Hond Aan De Dierenarts","9057950278,9057950278,9789057950278",83756,FOGLE B.,"Fauna algemeen,Non-fictie Vrije tijd/algemeen",dut,9789057950278,430,101 VRAGEN VAN UW HOND AAN DE DIRENARTS,"Foggle, Bruce - 101 Vragen Van Uw Hond Aan De Dierenarts.xml"
(1982) 01 De avonturen van Sherlock Holmes (The Adventures of Sherlock Holmes - Arthur Conan Doyle,,,,,,,,,
"French, Marilyn - Haar moeders dochter","9029016957,9029016957,9789029016957",24857,French,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789029016957,302,HAAR MOEDERS DOCHTER,"French, Marilyn - Haar moeders dochter.xml"
"Burroughs, Edgar Rice - Bill de Machtige Vechter",,,,,,,,,
"Voordewind, Hendrik - De Commissaris Vertelt - Veertig jaren bij de Amsterdamse Politie",,,,,,,,,
"Bosch, Ingeborg - De herontdekking van het ware zelf",,,,,,,,,
"Cussler, Clive - Operatie IJsberg","9044301896,9044301896,9789044301892",,,,,,,,"Cussler, Clive - Operatie IJsberg.xml"
"Zelazny, Roger - Amber 03 - Het woud van de eenhoorn",,,,,,,,,
De 'handel in blanke slavinnen'. - Wolter Louis Albert Collard,,,,,,,,,
De toerist - Olen Steinhauer,"2116972582,2116972582,9782116972587",,,,,,,,De toerist - Olen Steinhauer.xml
"Rendell, Ruth - De Dertien Treden",,,,,,,,,
"Saville, Malcolm - Het Geheim Van De Oude Herberg","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;2161011111,2161011111,9782161011118;2160311111,2160311111,9782160311110",,,,,,,,"Saville, Malcolm - Het Geheim Van De Oude Herberg-3.xml"
"Rhodan, Perry - 0118 - De robotsergeant",,,,,,,,,
"Thijssen, Felix - Siro's planeet",,,,,,,,,
"Hawks, Tony - Spelen Tegen De Moldaviers",,,,,,,,,
"Rhodan, Perry - 0208 - De blauwe heersers",,,,,,,,,
"Mahr, Kurt - Basis op Venus",,,,,,,,,
"Ziegesar, Cecily von - Onweerstaanbaar","9789069748054,9069748053,9789069748054",213747,Ziegesar,"Fictie 15+,Fictie kinder- en jeugdboeken algemeen,Kinderboeken algemeen",dut,9789069748054,285,Onweerstaanbaar,"Ziegesar, Cecily von - Onweerstaanbaar.xml"
De Vlucht - Suzanne Vermeer,,,,,,,,,
"Vriens, Jacques - Ha Bah naar school",,,,,,,,,
"Rhodan, Perry - 0328 - De doodkistenvloot","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0328 - De doodkistenvloot.xml"
"Het geheim van Zionsburg - Os, Joris van & Maessen, Jurriaan_",,,,,,,,,
In het hart _ druk 1 - David Baldacci,,,,,,,,,
"Dorrestein, Renate - Het hemelse gerecht",,,,,,,,,
"Leiber, Fritz - De Zwerver","3435363738,3435363738,9783435363735",,,,,,,,"Leiber, Fritz - De Zwerver.xml"
"Ludlum, Robert - Het Matlock document","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;9024547814,9024547814,9789024547814;2160311111,2160311111,9782160311110",38478,Ludlum,"Pockets spanning,Pockets algemeen,Literaire fictie algemeen",dut,9789024547814,313,Het Matlock document,"Ludlum, Robert - Het Matlock document-3.xml"
Als zand door mijn vingers - Tineke Beishuizen,,,,,,,,,
Indiana Jones (08) en de zeven sluiers - Rob MacGregor,,,,,,,,,
"Brester, Martin - Hoi, leuk dat je mijn profiel bekijkt!","9789045801193,9045801191,9789045801193",202696,Brester,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789045801193,301,"Hoi, leuk dat je mijn profiel bekijkt!","Brester, Martin - Hoi, leuk dat je mijn profiel bekijkt!.xml"
"Johns, WE - 26 Biggles In Gevaar",,,,,,,,,
"Rhodan, Perry - 0070 - De laatste dagen van Atlantis",,,,,,,,,
"Rollins, James - Dag des oordeels","9789024532650,9024532655,9789024532650",195198,Rollins,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789024532650,330,Dag des oordeels,"Rollins, James - Dag des oordeels.xml"
